work_year,experience_level,salary,employee_residence,remote_ratio,company_size,company_location,company_location_name,company_location_continent,salary_binned,job_title,job_category
2023,Senior,115440,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,140000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,248100,US,On-Site,Medium,US,United States,North America,200k-250k,Research Scientist,Data Science & Analytics
2023,Senior,145900,US,On-Site,Medium,US,United States,North America,100k-150k,Research Scientist,Data Science & Analytics
2023,Senior,120000,CA,On-Site,Medium,CA,Canada,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,110000,CA,On-Site,Medium,CA,Canada,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,291500,US,On-Site,Medium,US,United States,North America,,Data Engineer,Data Engineering & Infrastructure
2023,Senior,180000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,75344,GB,Full-Remote,Medium,GB,United Kingdom,Europe,50k-100k,Machine Learning Engineer,Machine Learning & AI
2023,Intermediate,63192,GB,Full-Remote,Medium,GB,United Kingdom,Europe,50k-100k,Machine Learning Engineer,Machine Learning & AI
2023,Senior,161800,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,141600,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,58331,GB,Full-Remote,Medium,GB,United Kingdom,Europe,50k-100k,Machine Learning Engineer,Machine Learning & AI
2023,Intermediate,46178,GB,Full-Remote,Medium,GB,United Kingdom,Europe,0k-50k,Machine Learning Engineer,Machine Learning & AI
2023,Senior,166000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,128000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,170000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Architect,Data Engineering & Infrastructure
2023,Senior,110000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Architect,Data Engineering & Infrastructure
2023,Senior,160000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,75000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,236000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,182000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,14307,IN,Full-Remote,Large,IN,India,Asia,0k-50k,Data Analyst,Data Science & Analytics
2022,Entry,130000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Intermediate,150000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2023,Intermediate,100000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,261500,US,On-Site,Large,US,United States,North America,,Machine Learning Engineer,Machine Learning & AI
2023,Senior,134500,US,On-Site,Large,US,United States,North America,100k-150k,Machine Learning Engineer,Machine Learning & AI
2022,Intermediate,13989,IN,Full-Remote,Large,IN,India,Asia,0k-50k,Data Scientist,Data Science & Analytics
2023,Intermediate,130000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Intermediate,90000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Scientist,Data Science & Analytics
2023,Entry,160000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Entry,135000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,125000,US,Full-Remote,Large,US,United States,North America,100k-150k,Manager Data Management,Management & Leadership
2022,Senior,175000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,155000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,153600,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,106800,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,150000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Senior,140000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Senior,122000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Science Consultant,Data Science & Analytics
2022,Senior,94500,US,On-Site,Medium,US,United States,North America,50k-100k,Data Science Consultant,Data Science & Analytics
2022,Senior,170000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,130000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,145000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Science Consultant,Data Science & Analytics
2022,Senior,128000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Science Consultant,Data Science & Analytics
2022,Senior,145000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,100000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,175000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,145000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,115000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,150000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Applied Machine Learning Scientist,Machine Learning & AI
2022,Intermediate,150000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2022,Intermediate,100000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Intermediate,150000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Intermediate,127500,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Senior,126500,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Senior,51000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Scientist,Data Science & Analytics
2022,Intermediate,260000,US,On-Site,Medium,US,United States,North America,,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,175000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Entry,40000,AU,Full-Remote,Medium,PK,Pakistan,Asia,0k-50k,Applied Data Scientist,Data Science & Analytics
2022,Entry,40000,PK,Full-Remote,Medium,AU,Australia,Oceania,0k-50k,AI Programmer,Machine Learning & AI
2022,Senior,250000,US,Full-Remote,Medium,US,United States,North America,,Data Engineer,Data Engineering & Infrastructure
2022,Senior,63000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,210000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,160000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,272550,US,Full-Remote,Medium,US,United States,North America,,Data Scientist,Data Science & Analytics
2022,Senior,198200,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Intermediate,94560,FR,Full-Remote,Medium,FR,France,Europe,50k-100k,Data Scientist,Data Science & Analytics
2022,Intermediate,52533,FR,Full-Remote,Medium,FR,France,Europe,50k-100k,Data Scientist,Data Science & Analytics
2022,Senior,220000,US,On-Site,Medium,US,United States,North America,200k-250k,Data Scientist,Data Science & Analytics
2022,Senior,146000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Intermediate,150000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2022,Intermediate,100000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Senior,248400,CA,Full-Remote,Medium,CA,Canada,North America,200k-250k,Machine Learning Software Engineer,Machine Learning & AI
2022,Senior,183600,CA,Full-Remote,Medium,CA,Canada,North America,150k-200k,Machine Learning Software Engineer,Machine Learning & AI
2022,Intermediate,150000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,150000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Entry,40000,PK,Full-Remote,Medium,AU,Australia,Oceania,0k-50k,Machine Learning Developer,Machine Learning & AI
2022,Senior,56723,IN,On-Site,Large,IN,India,Asia,50k-100k,Lead Data Scientist,Data Science & Analytics
2022,Intermediate,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,95000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Entry,160000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Entry,135000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Entry,24165,IT,Half-Remote,Medium,IT,Italy,Europe,0k-50k,Data Science Consultant,Data Science & Analytics
2022,Senior,216000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,144000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Entry,85000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Entry,65000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,149000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Senior,119000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Senior,140000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Senior,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Intermediate,150000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Intermediate,110000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Senior,246000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,201000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,190000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Senior,155000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Senior,235000,US,Full-Remote,Medium,US,United States,North America,200k-250k,ML Engineer,Machine Learning & AI
2022,Senior,185000,US,Full-Remote,Medium,US,United States,North America,150k-200k,ML Engineer,Machine Learning & AI
2022,Senior,190000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Cloud Database Engineer,Data Engineering & Infrastructure
2022,Senior,160000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Cloud Database Engineer,Data Engineering & Infrastructure
2022,Entry,100000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Product Data Analyst,Data Science & Analytics
2022,Intermediate,130000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,115000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,92350,GB,On-Site,Medium,GB,United Kingdom,Europe,50k-100k,Data Scientist,Data Science & Analytics
2022,Intermediate,67723,GB,On-Site,Medium,GB,United Kingdom,Europe,50k-100k,Data Scientist,Data Science & Analytics
2022,Intermediate,105000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,70000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,204500,US,On-Site,Medium,US,United States,North America,200k-250k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,142200,US,On-Site,Medium,US,United States,North America,100k-150k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,192000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,164000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,185900,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,129300,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,130000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,75000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,175000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Science Manager,Management & Leadership
2022,Senior,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Science Manager,Management & Leadership
2022,Senior,167500,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,106500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,75000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2022,Intermediate,60000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2022,Senior,184000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Applied Scientist,Data Science & Analytics
2022,Senior,142000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Applied Scientist,Data Science & Analytics
2022,Intermediate,145000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Intermediate,100000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Entry,10000,MA,Half-Remote,Small,MA,Morocco,Africa,0k-50k,Machine Learning Software Engineer,Machine Learning & AI
2022,Intermediate,31795,IN,Full-Remote,Medium,US,United States,North America,0k-50k,Data Scientist,Data Science & Analytics
2022,Intermediate,44365,PL,Full-Remote,Small,PL,Poland,Europe,0k-50k,NLP Engineer,Specialized Roles
2022,Senior,175000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,175000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Executive,200000,US,On-Site,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2022,Executive,145000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,92350,GB,Full-Remote,Medium,GB,United Kingdom,Europe,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,73880,GB,Full-Remote,Medium,GB,United Kingdom,Europe,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,145000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,100000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,192000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Applied Scientist,Data Science & Analytics
2022,Senior,164000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Applied Scientist,Data Science & Analytics
2022,Executive,310000,US,Full-Remote,Medium,US,United States,North America,>300k,Data Engineer,Data Engineering & Infrastructure
2022,Executive,239000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Senior,95000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2022,Senior,145000,US,On-Site,Medium,US,United States,North America,100k-150k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,135000,US,On-Site,Medium,US,United States,North America,100k-150k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,100000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,78000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,73546,ES,On-Site,Medium,ES,Spain,Europe,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,36773,ES,On-Site,Medium,ES,Spain,Europe,0k-50k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,160000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,120000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,190000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Senior,150000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Intermediate,35610,IN,Half-Remote,Large,IN,India,Asia,0k-50k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,125000,CO,Full-Remote,Large,CO,Colombia,South America,100k-150k,AI Scientist,Machine Learning & AI
2022,Senior,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,95000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,150000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2022,Intermediate,100000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Senior,47280,ES,On-Site,Medium,ES,Spain,Europe,0k-50k,Data Scientist,Data Science & Analytics
2022,Senior,37824,ES,On-Site,Medium,ES,Spain,Europe,0k-50k,Data Scientist,Data Science & Analytics
2022,Senior,115934,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Senior,81666,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2022,Senior,175000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Senior,140000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Senior,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,95000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,249500,US,On-Site,Medium,US,United States,North America,200k-250k,Research Engineer,Data Science & Analytics
2022,Senior,149850,US,On-Site,Medium,US,United States,North America,100k-150k,Research Engineer,Data Science & Analytics
2022,Intermediate,122500,US,Full-Remote,Medium,US,United States,North America,100k-150k,Analytics Engineer,Data Science & Analytics
2022,Intermediate,100000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Analytics Engineer,Data Science & Analytics
2022,Senior,249500,US,On-Site,Medium,US,United States,North America,200k-250k,Data Scientist,Data Science & Analytics
2022,Senior,149850,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Entry,55000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2022,Entry,48000,US,On-Site,Medium,US,United States,North America,0k-50k,Data Analyst,Data Science & Analytics
2022,Senior,249500,US,On-Site,Medium,US,United States,North America,200k-250k,Research Scientist,Data Science & Analytics
2022,Senior,149850,US,On-Site,Medium,US,United States,North America,100k-150k,Research Scientist,Data Science & Analytics
2022,Intermediate,58837,FR,Full-Remote,Small,FR,France,Europe,50k-100k,Computer Vision Engineer,Specialized Roles
2022,Senior,190000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,120000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,127000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Senior,104000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Senior,210000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Data Scientist,Data Science & Analytics
2022,Senior,150000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Senior,210000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,150000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,210000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,130000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,182750,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Senior,161500,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Intermediate,102640,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Intermediate,66100,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2022,Senior,210000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Research Scientist,Data Science & Analytics
2022,Senior,150000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Research Scientist,Data Science & Analytics
2022,Senior,198800,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,122600,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,130000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,80000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,136000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Senior,104000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Senior,150000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2022,Senior,100000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Entry,160000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Entry,135000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,216000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,144000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2022,Executive,159000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2022,Executive,130000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Senior,115934,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Senior,81666,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2022,Senior,215000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,150000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,246000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Machine Learning Engineer,Machine Learning & AI
2022,Senior,201000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Machine Learning Engineer,Machine Learning & AI
2022,Intermediate,187000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Intermediate,153000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,255000,MX,Full-Remote,Medium,MX,Mexico,North America,,Machine Learning Engineer,Machine Learning & AI
2022,Senior,185000,MX,Full-Remote,Medium,MX,Mexico,North America,150k-200k,Machine Learning Engineer,Machine Learning & AI
2022,Intermediate,430967,GB,On-Site,Medium,GB,United Kingdom,Europe,>300k,Data Analyst,Data Science & Analytics
2022,Intermediate,55410,GB,On-Site,Medium,GB,United Kingdom,Europe,50k-100k,Data Analyst,Data Science & Analytics
2022,Senior,50432,ES,On-Site,Medium,ES,Spain,Europe,50k-100k,Data Analyst,Data Science & Analytics
2022,Senior,39925,ES,On-Site,Medium,ES,Spain,Europe,0k-50k,Data Analyst,Data Science & Analytics
2022,Senior,169000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2022,Senior,110600,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Entry,60938,DE,On-Site,Large,DE,Germany,Europe,50k-100k,BI Data Analyst,Business Intelligence
2022,Senior,140000,US,Full-Remote,Medium,US,United States,North America,100k-150k,BI Developer,Business Intelligence
2022,Senior,120000,US,Full-Remote,Medium,US,United States,North America,100k-150k,BI Developer,Business Intelligence
2022,Intermediate,75000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2022,Intermediate,60000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2022,Senior,10000,CA,Half-Remote,Small,AL,Albania,Europe,0k-50k,3D Computer Vision Researcher,Specialized Roles
2022,Entry,50000,US,Half-Remote,Large,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2022,Intermediate,134000,US,Full-Remote,Medium,US,United States,North America,100k-150k,MLOps Engineer,Machine Learning & AI
2022,Intermediate,124000,US,Full-Remote,Medium,US,United States,North America,100k-150k,MLOps Engineer,Machine Learning & AI
2022,Senior,166700,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2022,Senior,119000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Entry,124234,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2022,Entry,74540,US,On-Site,Medium,US,United States,North America,50k-100k,Data Scientist,Data Science & Analytics
2022,Intermediate,100000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2022,Intermediate,65000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2021,Intermediate,16904,IN,Half-Remote,Large,IN,India,Asia,0k-50k,Data Analyst,Data Science & Analytics
2022,Entry,200000,CA,Half-Remote,Large,CA,Canada,North America,200k-250k,AI Scientist,Machine Learning & AI
2022,Entry,12000,AR,Full-Remote,Large,AR,Argentina,South America,0k-50k,Machine Learning Engineer,Machine Learning & AI
